supplier_name,invoice_date,due_date,invoice_number,total_amount,vat,currency_code,ocr_number,message,bank_giro,is_fake
MonkeyFood & CO,2008-04-03,2008-05-03,62,80024,16004,SEK,9898792938258,Daffy first next,2053-2305,False
Ontosailit,2011-01-17,2011-02-16,11,48399,9679,SEK,2172684255537,Smash military early planes applaud jolly harass,3070-8812,False
Guadtrans,2024-12-30,2025-01-29,162,81094,16218,SEK,7800670169727,Plant piquant pump taste manage fanatical box,6139-2023,False
Skogstollens Media,2005-01-20,2005-02-19,116,126280,25256,SEK,4128531993306,Wool endurable alleged seemly self husky,2753-6556,False
zummaity,2015-04-27,2015-05-27,48,21561,4312,SEK,7731764279850,Cakes color enter ajar spotted,4852-8616,False
Icedexon,2008-07-01,2008-07-31,33,105646,21129,SEK,3171431710926,Force damaging,6880-6397,False
dongdexon,1997-01-29,1997-02-28,30,75355,15071,SEK,5294853531501,Trade observant,7596-4395,False
All You Need - Construction,1987-03-31,1987-04-30,20,6202,1240,SEK,9645990943204,Announce,1513-3077,False
Hyper Laser Printer Studio,1982-10-01,1982-10-31,2,32521,6504,SEK,3526101187160,Drip relation,5554-1742,False
GUBA,2011-04-21,2011-05-21,7,121390,24278,SEK,1872116653628,Spray pause poison awake dizzy,6232-4322,False
pyrolith,1999-09-12,1999-10-12,77,103663,20732,SEK,7791436427428,Onerous driving card laughable,6747-2233,False
Lamtrans,1995-08-17,1995-09-16,0,25124,5024,SEK,7406206398333,Drown string jealous known carry debt bump unable,4625-7937,False
Ontosailit,2017-02-14,2017-03-16,85,75624,15124,SEK,8446991562700,Can jittery attach fixed note,3070-8812,False
tankix,2012-01-08,2012-02-07,16,163605,32721,SEK,2661014250697,Meek,3957-4249,False
rhyive,2004-03-29,2004-04-28,102,114848,22969,SEK,9367111047498,Rich messy coast thumb puffy,4660-8691,False
Codetone,1994-10-08,1994-11-07,44,103580,20716,SEK,1610876260782,Want ubiquitous knit lunch fork,2288-8606,False
All You Need - Construction,2004-06-29,2004-07-29,230,9946,1989,SEK,4430033158853,Ear,1513-3077,False
GUBA,2021-05-28,2021-06-27,130,114371,22874,SEK,7828596072576,Behave astonishing,6232-4322,False
Cleaning you!,1996-03-25,1996-04-24,118,62780,12556,SEK,0430922479778,Sulky touch metal oceanic cuddly,5730-7621,False
bamhow,2004-01-02,2004-02-01,118,60287,12057,SEK,7401384450469,Obtainable meddle,4994-4531,False
GUBA,2026-07-31,2026-08-30,193,128789,25757,SEK,6195412231054,Early pan encourage humor educated day flagrant ring,6232-4322,False
Toys and Stuff,1987-09-06,1987-10-06,16,8403,1680,SEK,4070344037444,Fix cabbage brush,5403-2370,False
haytom,2009-10-23,2009-11-22,48,132743,26548,SEK,7942554707378,Well-made green grubby license contain uneven pedal,5669-6982,False
Soltech,2002-01-31,2002-03-02,120,79345,15869,SEK,4633482989831,Hurt,5299-5164,False
Tonlatline,2015-11-27,2015-12-27,149,99708,19941,SEK,6667144757002,Gabby plough decisive bubble selfish double,3626-3952,False
Asfalt och Betong,2009-11-29,2009-12-29,115,110400,22080,SEK,9331568770259,Pointless,1445-1819,False
O - tinzap,2014-04-09,2014-05-09,112,80545,16109,SEK,8785332919271,Fat equable attach ladybug like bath,5834-8517,False
Skogstollens Media,2001-03-12,2001-04-11,69,106186,21237,SEK,2581436049073,Potato system lake passenger weight playground dress,2753-6556,False
Ganzbiolam,2002-01-27,2002-02-26,79,13619,2723,SEK,0871543447449,Beginner melted flag brake,4625-4918,False
Pelles Pizza,2009-06-08,2009-07-08,8,66360,13272,SEK,8155356663900,Direction spark giant shop boat blow,2130-5321,False
Soltech,2010-07-18,2010-08-17,223,82464,16492,SEK,3722271560001,Week silky count coordinated smoggy end,7043-1614,True
haytom,2011-03-17,2011-04-16,65,90886,18177,SEK,8972156441893,Full kneel word,5669-6982,False
Gerdas Gardin Sax och Lax,2021-08-16,2021-09-15,175,55343,11068,SEK,1222223358291,Frail,2090-3571,False
GotteButiken.nu,2013-03-27,2013-04-26,206,47341,9468,SEK,7465290316098,Brash promise murky poke fire incompetent tire invite,4704-4664,False
Målarstugan,2010-05-22,2010-06-21,80,64727,12945,SEK,2549229693639,Burst macho,2673-2214,False
Brutto,1996-10-18,1996-11-17,2,88661,17732,SEK,3549073533203,Mouth refuse things glove flap,3242-5514,False
Konbetam,2013-01-20,2013-02-19,31,42950,8590,SEK,1988456757439,Numerous change smash nervous contain superficial quiver jittery,7277-9556,False
Icedexon,2014-10-28,2014-11-27,110,96196,19239,SEK,1315857594403,Strengthen,6880-6397,False
Condoncare,2020-03-11,2020-04-10,143,76263,15252,SEK,4653593535364,Play lick somber subsequent marble married glamorous sort,7853-5747,False
Brutto,1997-05-16,1997-06-15,9,82232,16446,SEK,1519714324876,Aftermath stitch jail obeisant glow,3242-5514,False
Labhouse,1991-12-26,1992-01-25,41,90802,18160,SEK,1544203607086,Rule loose grass stew broad,7903-2975,False
Management Consultant Shop,1993-03-06,1993-04-05,34,101388,20277,SEK,0019065289118,Treatment dinosaurs want exercise creature accept juvenile,6560-7251,False
dongdexon,1996-11-30,1996-12-30,28,81163,16232,SEK,7750534782928,Pizzas well-groomed,7596-4395,False
Cafféet,2009-07-05,2009-08-04,31,63683,12736,SEK,2153657196346,Wing vigorous toad,4139-2648,False
geonti,2022-07-06,2022-08-05,145,97942,19588,SEK,1195717721275,Jagged hat command quiet fly,5643-6496,False
Skogstollens Media,1996-10-04,1996-11-03,15,111077,22215,SEK,2431965390292,Bat twist,2753-6556,False
Ontosailit,2027-12-19,2028-01-18,217,88085,17617,SEK,5891273968286,Truck gusty bear finger,3070-8812,False
Klasses,1997-07-09,1997-08-08,41,50506,10101,SEK,4936601106132,Machine accessible want snow faulty quiet branch,7900-6854,False
Avamm,1995-08-26,1995-09-25,91,75889,15177,SEK,6542163671253,Oafish anxious dog crayon sand toes,7223-8843,False
Labhouse,1993-06-18,1993-07-18,59,94887,18977,SEK,6801692341956,Coal hole pin mellow cows expert taboo,7903-2975,False
Klasses,1997-04-10,1997-05-10,38,78383,15676,SEK,5684445665207,Acceptable steam,7900-6854,False
app.thing,1994-07-24,1994-08-23,59,52845,10569,SEK,1761338056621,Swing alcoholic defeated mighty run,6776-6428,False
Unophase,1994-09-21,1994-10-21,79,106003,21200,SEK,7184304052132,Piquant,4878-7709,False
Sommarkollot,2009-11-09,2009-12-09,94,45847,9169,SEK,2823586874581,Silk scream lively weak,3570-1150,False
Y - corporation,2001-02-17,2001-03-19,32,119306,23861,SEK,2868817587601,Governor sofa enchanted dramatic hands highfalutin,1597-6707,False
Ontosailit,2014-08-29,2014-09-28,55,43995,8799,SEK,2992135962336,Stomach tire hands lush,3070-8812,False
Cafféet,2014-06-09,2014-07-09,91,63981,12796,SEK,1876168866574,Weather book,4139-2648,False
MEDinix,2009-01-18,2009-02-17,140,45878,9175,SEK,0393700493652,Bad,6265-8059,False
Funholdings,1985-04-13,1985-05-13,50,81460,16292,SEK,7864100658741,Detailed silly,4197-1649,False
Konkity,2015-02-27,2015-03-29,21,34371,6874,SEK,9870583043366,Cold ignorant,2160-2248,False
Transdex,2001-10-13,2001-11-12,18,26165,5233,SEK,8472273956782,Signal faded,6645-3325,False
Guadtrans,2024-07-03,2024-08-02,156,114635,22927,SEK,4741521089255,Available one abject,6139-2023,False
haytom,2007-04-07,2007-05-07,17,78539,15707,SEK,1504020259669,Vacuous scared wreck quirky materialistic feeble aback crash,5669-6982,False
Asfalt och Betong,2000-10-17,2000-11-16,4,76599,15319,SEK,2643641571075,Frog mine,1445-1819,False
MEDinix,2010-05-13,2010-06-12,156,49244,9848,SEK,4099684580374,Vigorous bore slow faded burly deafening vest,6265-8059,False
Klasses,2001-06-18,2001-07-18,89,54111,10822,SEK,7896238676534,Brake melted,7900-6854,False
Vaiajob,2016-01-16,2016-02-15,22,25472,5094,SEK,5961656271531,Skinny cub quarrelsome,7973-7110,False
dongdexon,1996-01-05,1996-02-04,17,96804,19360,SEK,5497231369722,Woozy periodic spell,7596-4395,False
Bamtechnology,2005-12-04,2006-01-03,95,66278,13255,SEK,1061315078981,Glow strip impulse tax buzz compete jelly,1830-1010,False
GotteButiken.nu,2010-12-08,2011-01-07,178,51462,10292,SEK,1880366394512,Transport tangy hose maddening effect furniture elated,4704-4664,False
Triszamfan,2010-04-28,2010-05-28,39,16077501,32479,SEK,6214494781108,Waves befitting children,5884-3566,True
Ganzbiolam,2007-05-31,2007-06-30,144,4263,852,SEK,6902064252126,True coal,4625-4918,False
Ontosailit,2015-11-22,2015-12-22,70,60978,12195,SEK,4385215716862,Attract jail pin toy appear join eyes,3070-8812,False
Icedexon,2014-01-01,2014-01-31,100,98553,19710,SEK,6902116316663,Ugliest aloof quaint jam trite,6880-6397,False
EAcee,2012-07-01,2012-07-31,82,34368,6873,SEK,5701920445671,Glamorous pleasure entertaining dust property sable,5561-2261,False
Nicklas Nyckel & Cykel,1995-05-06,1995-06-05,120,124256,24851,SEK,0374015004632,Cruel like title tramp push jobless astonishing wild,1523-7167,False
Målarstugan,2008-04-02,2008-05-02,54,78806,15761,SEK,4124527900165,Food irritating punch sip,2673-2214,False
HMD,2022-11-04,2022-12-04,140,137179,27435,SEK,1654315981400,Consider digestion bikes fence obscene interesting,6664-8304,False
Vapor Invoicing,1983-10-20,1983-11-19,43,23059,4611,SEK,2824841772289,Rotten colour bless,5304-3816,False
GotteButiken.nu,2012-06-30,2012-07-30,197,43701,8740,SEK,3026642265757,Elite skate,4704-4664,False
Bamtechnology,2006-05-03,2006-06-02,100,73423,14684,SEK,2070792546245,Lavish attempt,1830-1010,False
Vaiajob,2014-06-25,2014-07-25,3,41825,8365,SEK,2844764060413,Cushion change ear straw boiling shape guess fanatical,7973-7110,False
Toys and Stuff,1991-10-15,1991-11-14,66,7020,1404,SEK,5619673903730,Painstaking long-term,5403-2370,False
Stantouch,1993-04-06,1993-05-06,1,143542,28708,SEK,6910444961399,Acrid signal sincere spy whirl license,5312-6587,False
Soltech,2002-12-27,2003-01-26,131,83525,16705,SEK,8382211130723,Existence wait mute,5299-5164,False
Gerdas Gardin Sax och Lax,2011-07-10,2011-08-09,52,55258,11051,SEK,7831228753852,Pigs prefer afterthought lucky love sore curtain silent,2090-3571,False
Klasses,1996-11-11,1996-12-11,33,100036,20007,SEK,2056713887958,Fruit melt bow grubby seashore tired,7900-6854,False
MEDinix,2015-01-17,2015-02-16,213,47129,9425,SEK,3289012884397,Lick grieving shaky quarter,6265-8059,False
Labhouse,1992-04-24,1992-05-24,45,89542,17908,SEK,0215438210142,Conscious cumbersome fish gamy awake eminent adorable,7903-2975,False
Målarstugan,2010-12-18,2011-01-17,87,61974,12394,SEK,8460622236568,Romantic strong tumble satisfying modern,2673-2214,False
Volzim,2003-05-07,2003-06-06,44,115170,23034,SEK,4449735158094,Ducks debonair,6128-9344,False
Soltech,2009-05-24,2009-06-23,209,78324,15664,SEK,2706942525437,Connection sore clam level wail juice,5299-5164,False
Icedexon,2025-10-30,2025-11-29,244,112000,22400,SEK,5049676521869,Complete pat juvenile fancy silent jobless carpenter,6880-6397,False
Cafféet,2017-08-22,2017-09-21,130,65681,13136,SEK,6307389176598,Troubled capable tasteless iron pump,4139-2648,False
Sommarkollot,2023-03-01,2023-03-31,256,84569,16913,SEK,9966712270118,Desire trashy,3570-1150,False
Cogideo,1995-09-25,1995-10-25,183,97366,19473,SEK,1281074642625,Hungry,1846-5740,False
Openace,1997-01-15,1997-02-14,49,105526,21105,SEK,4751200288573,Macabre notebook silver shaggy juicy popcorn,4009-5663,False
Målarstugan,2007-06-07,2007-07-07,44,48696,9739,SEK,2953228014401,Knife breakable chubby sudden prick donkey,2673-2214,False
Cityelectronics,1989-07-18,1989-08-17,37,122513,24502,SEK,5995181478195,Great,1790-1315,False
Göstas Elfel,1998-03-09,1998-04-08,74,58672,11734,SEK,7051743964468,Veil satisfying nonchalant,6783-2634,False
Cleaning you!,2000-10-30,2000-11-29,174,63098,12619,SEK,5655810081352,Roof obsolete tall impolite peck,5730-7621,False
bamhow,1999-02-27,1999-03-29,59,69589,13917,SEK,8936432269501,Rustic curve imminent slip kindhearted camera disillusioned,4994-4531,False
Konbetam,2018-04-24,2018-05-24,95,13830,2766,SEK,6735149845930,Known panoramic jail skillful boast glue,7277-9556,False
bamhow,1996-08-11,1996-09-10,28,75746,15149,SEK,4309938460582,Drop dashing prefer dirt scintillating yard church feeble,4994-4531,False
Transdex,2001-03-17,2001-04-16,11,40435,8087,SEK,9860394649998,Crush peep,6645-3325,False
Nicklas Nyckel & Cykel,1999-11-11,1999-12-11,175,134944,26988,SEK,9068585133984,Digestion gruesome,1523-7167,False
Konkity,2021-03-27,2021-04-26,95,54242,10848,SEK,6756776695927,Verdant lovely milky steam odd harbor plucky,2160-2248,False
Nicklas Nyckel & Cykel,1993-09-13,1993-10-13,100,123230,24646,SEK,7468763314483,False scrawny burly flat hallowed preserve,1523-7167,False
Cogideo,1990-02-23,1990-03-25,115,93633,18726,SEK,0231370568876,Spoil maddening nod haunt surprise songs,1846-5740,False
Cogideo,1984-11-21,1984-12-21,51,53882,10776,SEK,7849763388264,Flagrant deafening sweltering wish,1846-5740,False
Nicklas Nyckel & Cykel,1996-07-29,1996-08-28,135,91021,18204,SEK,9431687823953,Rejoice rainstorm,1523-7167,False
Icedexon,2014-06-30,2014-07-30,106,100966,20193,SEK,8385954958176,Selfish shrill,6880-6397,False
Y - corporation,1999-12-25,2000-01-24,18,73387,14677,SEK,4119072331782,Impulse,1597-6707,False
Ganzbiolam,2004-05-16,2004-06-15,107,34043,6808,SEK,8334820915366,Sad bottle party show,4625-4918,False
Blå Boden,1986-03-22,1986-04-21,45,50470,10094,SEK,3389308267941,Brawny defeated worried zoom zealous grey recess wilderness,7301-1520,False
GotteButiken.nu,2012-07-30,2012-08-29,198,46063,9212,SEK,1184717400429,Abhorrent omniscient bored,4704-4664,False
Gerdas Gardin Sax och Lax,2012-12-01,2012-12-31,69,54752,10950,SEK,9529036956778,Unpack slip cluttered weather form dislike shiver familiar,2090-3571,False
Fintechnology,1989-04-30,1989-05-30,33,57196,11439,SEK,2744654137141,Sponge maniacal fresh space blade dizzy birth,6655-8131,False
Oyocy,1994-02-11,1994-03-13,19,62588,12517,SEK,7953601891131,Bubble daily mint psychedelic normal,6146-6876,False
Cleaning you!,1991-05-21,1991-06-20,59,66931,13386,SEK,8977477607569,Point outstanding succeed subsequent string nebulous,5730-7621,False
Soltech,2005-06-14,2005-07-14,161,80731,16146,SEK,4329976757368,Closed fireman,5299-5164,False
Konkity,2014-10-30,2014-11-29,17,42820,8564,SEK,9992556167491,Pet boat experience flame great sigh songs tasteless,2160-2248,False
app.thing,2001-02-17,2001-03-19,139,49073,9814,SEK,5549544240683,Cuddly annoy uttermost quartz stitch idea,6776-6428,False
Planetbam,2011-03-27,2011-04-26,24,159833,31966,SEK,5036758960974,Record lumber shave flimsy oatmeal force,5423-3150,False
EAcee,2014-06-21,2014-07-21,106,47930,9586,SEK,0997780168792,Fascinated depressed,5561-2261,False
Målarstugan,2014-06-30,2014-07-30,130,74509,14901,SEK,5087911062638,Scribble puffy woebegone evanescent thunder elastic,2673-2214,False
Management Consultant Shop,1998-07-08,1998-08-07,99,95719,19143,SEK,0288358195577,Representative cheat snake shape electric,6560-7251,False
Goldin,2004-04-10,2004-05-10,160,110501,22100,SEK,6138388864789,Creature reminiscent wren untidy driving match tame,3689-1927,False
Sälj Toppen,2015-08-06,2015-09-05,109,77023,15404,SEK,4501241043226,Balance wonder angle encouraging previous wasteful fair prevent,2199-6152,False
U - code,2004-03-10,2004-04-09,70,108229,21645,SEK,1198942134033,Belligerent creator bag liquid,4297-6159,False
Nicklas Nyckel & Cykel,1996-08-28,1996-09-27,136,114721,22944,SEK,7858329146868,Needless loutish,1523-7167,False
Tonlatline,2020-03-05,2020-04-04,201,88368,17673,SEK,2271452620524,Elfin stale,3626-3952,False
Basedrill,2000-08-05,2000-09-04,43,83091,16618,SEK,2850849842030,Tawdry eggs graceful,4314-7511,False
Labhouse,1989-10-07,1989-11-06,14,102442,20488,SEK,7004494578003,Telephone lettuce,7903-2975,False
dElia,2029-04-07,2029-05-07,189,105696,21139,SEK,4081879347496,Expensive dependent,4805-5313,False
Cogideo,1995-07-27,1995-08-26,181,42361,8472,SEK,6183051385662,Present test need quicksand cracker,1846-5740,False
pyrolith,1997-03-26,1997-04-25,47,62519,12503,SEK,3432397050164,Roomy assorted boil,6747-2233,False
Gerdas Gardin Sax och Lax,2013-04-30,2013-05-30,74,55161,11032,SEK,3355841679223,Cart unsuitable proud reign,2090-3571,False
Sälj Toppen,2016-10-29,2016-11-28,124,89066,17813,SEK,4180004984775,Garrulous abrasive faulty wind fork,2199-6152,False
Nicklas Nyckel & Cykel,1993-12-12,1994-01-11,103,105692,21138,SEK,4571805859093,Insurance possessive tickle,1523-7167,False
Tonlatline,2021-11-25,2021-12-25,222,83312,16662,SEK,4709068001488,Plant tested,3626-3952,False
Trisgreen,1988-04-28,1988-05-28,99,92473,18494,SEK,0055251389189,Start thoughtful preserve,1323-3820,False
stimdexon,2008-11-24,2008-12-24,141,69540,13908,SEK,0996739090206,Act afterthought knee fang six,4614-9134,False
Nicklas Nyckel & Cykel,1991-05-27,1991-06-26,72,120447,24089,SEK,7836908777337,Lumpy squirrel shade rose snore yam thread,1523-7167,False
bamhow,2003-10-04,2003-11-03,115,61673,12334,SEK,1395266417891,Equal cherry fill,4994-4531,False
Fintechnology,1997-02-17,1997-03-19,128,51573,10314,SEK,5412885850208,Bee run sophisticated punch hissing necessary,6655-8131,False
Vaiajob,2015-01-21,2015-02-20,10,58195,11639,SEK,0331934097915,Curve kick skate ragged,7973-7110,False
O - tinzap,2018-01-18,2018-02-17,158,72313,14462,SEK,6024378872216,Preach,5834-8517,False
Hyper Laser Printer Studio,1983-02-28,1983-03-30,7,19216,3843,SEK,1611204148368,Glamorous advertisement understood clam exciting fanatical multiply remember,5554-1742,False
Iszataxon,2003-06-04,2003-07-04,54,62885,12577,SEK,4426190513534,Hammer line listen wreck ill realise hallowed type,2687-7910,False
app.thing,2004-02-02,2004-03-03,175,63720,12744,SEK,8796938177180,Wave divide short guarantee,6776-6428,False
Triszamfan,2014-05-07,2014-06-06,88,146708,29341,SEK,3598008483943,Tearful slow suggestion bright,5884-3566,False
Blå Boden,1992-04-19,1992-05-19,119,50105,10021,SEK,2267889870096,Magnificent vegetable,7301-1520,False
Gerdas Gardin Sax och Lax,2022-07-12,2022-08-11,186,55330,11066,SEK,1098727543442,Nervous wreck hateful,2090-3571,False
GotteButiken.nu,1999-07-09,1999-08-08,39,49080,9816,SEK,4124940549920,Aback rest file overjoyed note man adaptable,4704-4664,False
Iszataxon,2006-12-15,2007-01-14,97,121861,24372,SEK,7760092661943,Fascinated angry preach elite mate list coach greasy,2687-7910,False
Tonlatline,2010-06-26,2010-07-26,83,120729,24145,SEK,6416009471626,Grouchy,3626-3952,False
Labhouse,1991-08-28,1991-09-27,37,101582,20316,SEK,9000138520987,Number skin,7903-2975,False
Pelles Pizza,2015-05-08,2015-06-07,80,67228,13445,SEK,9132661207854,Spooky twist unarmed drunk,2130-5321,False
Management Consultant Shop,2005-12-28,2006-01-27,190,105184,21036,SEK,7098078569875,Trade pump pretty famous effect untidy,6560-7251,False
GUBA,2017-03-20,2017-04-19,79,102957,20591,SEK,5216996106057,Letters whirl hop puncture peck middle,6232-4322,False
latech,2008-03-04,2008-04-03,1,40877,8175,SEK,7882258743313,Obeisant,4539-3956,False
Avamm,1988-06-03,1988-07-03,3,76656,15331,SEK,3792493565823,Spoon heat stereotyped noxious,7223-8843,False
All You Need - Construction,2008-01-10,2008-02-09,273,54143,10828,SEK,7116973622860,Tiresome cause pleasure second van divergent,1513-3077,False
geonti,2031-12-16,2032-01-15,260,104092,20818,SEK,5223002890351,Flat obese,5643-6496,False
Konbetam,2029-01-26,2029-02-25,226,30111,6022,SEK,2854977818416,Voracious face unequaled panoramic sponge need alert,7277-9556,False
All You Need - Construction,1989-07-18,1989-08-17,48,29538,5907,SEK,8884420145210,Sack,1513-3077,False
Management Consultant Shop,1992-05-10,1992-06-09,24,100173,20034,SEK,2888527864868,Attend pumped sidewalk guarantee drop macabre lock,6560-7251,False
Trisgreen,1992-01-08,1992-02-07,144,81561,16312,SEK,7449080704937,Meeting bizarre basin,1323-3820,False
Zotity,1999-08-14,1999-09-13,43,50752,10150,SEK,6125722684957,Afternoon troubled suppose drag,7048-3508,False
Blå Boden,1988-05-10,1988-06-09,71,9008,1801,SEK,5750295569805,Bomb way bell,7301-1520,False
pyrolith,2001-01-04,2001-02-03,93,41568,8313,SEK,3372764370706,Plastic,6747-2233,False
Labhouse,1997-03-29,1997-04-28,105,92133,18426,SEK,6085610871043,Best wall trot harm letter paint average bent,7903-2975,False
Cogideo,1983-04-01,1983-05-01,31,49996,9999,SEK,1944895916375,Scent cowardly follow well-made telephone planes,1846-5740,False
Asfalt och Betong,2003-03-06,2003-04-05,33,78114,15622,SEK,6369063487675,Dizzy strong available bottle wrench,1445-1819,False
GUBA,2012-03-16,2012-04-15,18,111439,22287,SEK,7873621870669,Uptight vanish,6232-4322,False
MonkeyFood & CO,2010-02-22,2010-03-24,85,73129,14625,SEK,5187954289518,Change umbrella walk neighborly receive balance action,2053-2305,False
U - code,2003-12-11,2004-01-10,67,104601,20920,SEK,3202810882935,Screeching,4297-6159,False
HMD,2019-06-23,2019-07-23,99,152070,30414,SEK,7125518722101,Mysterious provide pull substantial street stamp,6664-8304,False
U - code,2009-12-09,2010-01-08,140,133463,26692,SEK,6979041440487,Spurious mushy unused dream organic,4297-6159,False
Guadtrans,2022-01-15,2022-02-14,126,146247,29249,SEK,9422493224809,Downtown,6139-2023,False
haytom,2006-04-12,2006-05-12,5,140608,28121,SEK,9210770991855,Friendly tacky engine lame rat thin,5669-6982,False
Skogstollens Media,1999-08-20,1999-09-19,50,157836,31567,SEK,2771647165152,Leg confess parsimonious illegal periodic sneeze,2753-6556,False
Anace,2001-08-07,2001-09-06,14,125862,25172,SEK,4548485722965,Care knowledge trashy disagreeable dynamic leather air terrify,5032-2213,False
Iszataxon,2002-11-06,2002-12-06,47,116110,23222,SEK,3937849163050,Glue early gullible level jaded gainful note print,2687-7910,False
Hyper Laser Printer Studio,2005-04-03,2005-05-03,276,35171,7034,SEK,6307043978116,Knowing lunchroom mixed,5554-1742,False
stimdexon,2013-11-28,2013-12-28,202,66094,13218,SEK,1787773798690,Alluring scattered righteous dog fail foolish,4614-9134,False
Planetbam,2013-10-12,2013-11-11,55,151327,30265,SEK,8242118313337,Nasty fireman slim peel snow toothpaste dusty fly,5423-3150,False
Goldin,1996-11-18,1996-12-18,70,72653,14530,SEK,1828198736624,Tax enchanting lucky bawdy slip repulsive courageous,3689-1927,False
Cleaning you!,2002-02-22,2002-03-24,190,77351,15470,SEK,5130254955347,Precede dear,5730-7621,False
Anize,1997-08-05,1997-09-04,26,35084,7016,SEK,9056011194076,Money brash dependent transport stereotyped,4417-7368,False
Faxquote,2009-01-09,2009-02-08,53,93543,18708,SEK,1104559341903,Level driving taste ruin slip misty successful,1182-5817,False
Hyper Laser Printer Studio,1989-03-28,1989-04-27,81,34883,6976,SEK,3902890446465,Unkempt perpetual glue fortunate button roomy,5554-1742,False
Sälj Toppen,2012-09-20,2012-10-20,74,86441,17288,SEK,7812032238165,Deranged possess dime three,2199-6152,False
Ontosailit,2015-04-26,2015-05-26,63,37315,7463,SEK,5349705625099,Far-flung lying sweater farm note afternoon cruel,3070-8812,False
Fintexon,1996-12-28,1997-01-27,21,105877,21175,SEK,3121350321163,Month womanly fine month cute soothe,1082-8176,False
Sommarkollot,2005-12-30,2006-01-29,47,39883,7976,SEK,7085903522369,Futuristic paste letter describe,3570-1150,False
Klasses,1996-02-15,1996-03-16,24,102304,20460,SEK,4512494313570,Jagged line,7900-6854,False
Trisgreen,1983-09-22,1983-10-22,43,66184,13236,SEK,4909727958520,Fowl rub marvelous perfect,1323-3820,False
Management Consultant Shop,1993-01-05,1993-02-04,32,97485,19497,SEK,9213862334240,Stream soothe fancy,6560-7251,False
GotteButiken.nu,2015-02-15,2015-03-17,229,50404,10080,SEK,8323388880682,Imagine future,4704-4664,False
Scott's,2018-01-31,2018-03-02,63,109889,21977,SEK,7119068196089,Finger,1431-7978,False
Condoncare,2012-04-22,2012-05-22,47,75210,15042,SEK,7790476286900,Ghost youthful unbecoming blush airplane wandering tested,7853-5747,False
geonti,2012-07-28,2012-08-27,24,91364,18272,SEK,5730517098130,Intelligent way type weak selfish idea grape,5643-6496,False
Konkity,2022-08-19,2022-09-18,112,63597,12719,SEK,3367934099250,Competition grab deafening bent last quarter shelter,2160-2248,False
Planetbam,2010-09-28,2010-10-28,18,136842,27368,SEK,1757335813485,Middle,5423-3150,False
Bamtechnology,1999-01-10,1999-02-09,11,74335,14867,SEK,3039268867665,Rub fool post elderly possessive broken reflective,1830-1010,False
Sommarkollot,2020-11-11,2020-12-11,228,68556,13711,SEK,7030003580891,Excellent dream feigned boiling outstanding cover,3570-1150,False
Basedrill,2002-04-27,2002-05-27,64,82644,16528,SEK,0490477566429,Six shade,4314-7511,False
Hyper Laser Printer Studio,1998-12-06,1999-01-05,199,34686,6937,SEK,1095173915488,Bone kindly wakeful lavish,5554-1742,False
Ontosailit,2025-02-02,2025-03-04,182,78715,15743,SEK,4711295730988,Push,3070-8812,False
Hyper Laser Printer Studio,1987-02-07,1987-03-09,55,19708,3941,SEK,0042511106785,Ground fixed optimal vague tight,5554-1742,False
Pixozzy,1997-03-23,1997-04-22,11,89725,17945,SEK,6304433711868,Finger orange wreck daffy famous bird oceanic,7415-4147,False
Nicklas Nyckel & Cykel,2004-12-14,2005-01-13,237,101575,20315,SEK,0191191900924,Male cakes red fowl wobble,1523-7167,False
Volzim,2005-09-23,2005-10-23,73,119121,23824,SEK,0905351110275,Burly cautious pull curl cactus,6128-9344,False
All You Need - Construction,1988-06-23,1988-07-23,35,56425,11285,SEK,7972993991820,Grin scandalous,1513-3077,False
Ontosailit,2020-06-28,2020-07-28,126,25651,5130,SEK,7169071662650,Invite grip,3070-8812,False
haytom,2010-01-21,2010-02-20,51,133844,26768,SEK,6044959362668,Prickly boot cautious hole,5669-6982,False
Yakilium,1999-08-05,1999-09-04,40,56865,11373,SEK,9614715460035,Card icy childlike,4411-2290,False
Sommarkollot,2013-03-23,2013-04-22,135,45300,9060,SEK,0855727219872,Mysterious,3570-1150,False
Management Consultant Shop,1993-07-04,1993-08-03,38,10801352,22981,SEK,4320199381995,Waggish letters warm ruthless walk tray crush overwrought,6560-7251,True
Codetone,2001-10-01,2001-10-31,129,41049,8209,SEK,2180993762341,Tasteful greedy abnormal side servant gusty magic beg,2288-8606,False
GUBA,2021-06-27,2021-07-27,131,93115,18623,SEK,0800464647042,Gun baseball hospitable turn ill-informed raspy adventurous,6232-4322,False
Subbam,1996-05-12,1996-06-11,144,68832,13766,SEK,9639486468024,Hapless dear,3105-6583,False
Triszamfan,2009-08-01,2009-08-31,30,155063,31012,SEK,7139334244562,Five gainful debt,5884-3566,False
O - tinzap,2008-11-06,2008-12-06,46,80267,16053,SEK,4372834672619,Challenge name gaping horses great strengthen building disgusting,5834-8517,False
Soltech,1998-06-21,1998-07-21,76,87827,17565,SEK,0483156009332,General delicious,5299-5164,False
Gerdas Gardin Sax och Lax,2016-08-12,2016-09-11,114,55235,11047,SEK,7222337601838,Wire ink tacit field,2090-3571,False
Buttler.ai,2002-03-01,2002-03-31,74,71580,14316,SEK,9910880913554,Alert faithful verdant level watch range unknown fear,7383-9359,False
Cafféet,2013-05-15,2013-06-14,78,64757,12951,SEK,9878215501628,Abnormal dirty reply,4139-2648,False
